Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
@ManUtd_ID Segar ndasmu,segar ndasmu,positif,segar ndasmu,segar ndasmu,segar ndasmu,"['segar', 'ndasmu']",segar ndasmu
@ManUtd_ID seng genah mainmu bang abang cok i,seng genah mainmu bang abang cok i,negatif,seng genah mainmu bang abang cok i,seng genah mainmu bang abang cok i,seng genah mainmu bang abang cok i,"['seng', 'genah', 'mainmu', 'bang', 'abang', 'cok', 'i']",seng genah mainmu bang abang cok i
@ManUtd_ID @Snapdragon Enawa ngati a Gay,enawa ngati a gay,negatif,enawa ngati a gay,enawa ngati a gay,enawa ngati a gay,"['enawa', 'ngati', 'a', 'gay']",enawa ngati a gay
@ManUtd_ID @adidasfootball eh lucu,eh lucu,positif,eh lucu,eh lucu,eh lucu,"['eh', 'lucu']",eh lucu
@ManUtd_ID Apakah zidane berani melatih MU ???,apakah zidane berani melatih mu,netral,apakah zidane berani melatih mu,apakah zidane berani melatih mu,apakah zidane berani melatih mu,"['apakah', 'zidane', 'berani', 'melatih', 'mu']",zidane berani melatih mu
@utdfocusid Sindiran yg bagus anak muda tapi tetep si emyu lebih banyak kalah burung camar,sindiran yg bagus anak muda tapi tetep si emyu lebih banyak kalah burung camar,negatif,sindiran yg bagus anak muda tapi tetep si emyu lebih banyak kalah burung camar,sindiran yg bagus anak muda tapi tetep si emyu lebih banyak kalah burung camar,sindiran yang bagus anak muda tapi tetap sih emyu lebih banyak kalah burung camar,"['sindiran', 'yang', 'bagus', 'anak', 'muda', 'tapi', 'tetap', 'sih', 'emyu', 'lebih', 'banyak', 'kalah', 'burung', 'camar']",sindiran bagus anak muda sih emyu kalah burung camar
Xg Manchester United (1.52) 0 - 3 (1.50) Liverpool Sekarang apa solusimu Erik Ten Hag ? 1 hal yg dapat dipastikan jika Emyu tidak segera berbernah sampai januari maka dapat dipastikan kita akan memiliki pelatih baru awal tahun depan #ManchesterUnited #kingemyu https://t.co/PSB1yVZEpa,xg manchester united liverpool sekarang apa solusimu erik ten hag hal yg dapat dipastikan jika emyu tidak segera berbernah sampai januari maka dapat dipastikan kita akan memiliki pelatih baru awal tahun depan manchesterunited kingemyu,negatif,xg manchester united liverpool sekarang apa solusimu erik ten hag hal yg dapat dipastikan jika emyu tidak segera berbernah sampai januari maka dapat dipastikan kita akan memiliki pelatih baru awal tahun depan manchesterunited kingemyu,xg manchester united liverpool sekarang apa solusimu erik ten hag hal yg dapat dipastikan jika emyu tidak segera berbernah sampai januari maka dapat dipastikan kita akan memiliki pelatih baru awal tahun depan manchesterunited kingemyu,xg manchester united liverpool sekarang apa solusimu erik ten hag hal yang dapat dipastikan jika emyu tidak segera berbernah sampai januari maka dapat dipastikan kita akan memiliki pelatih baru awal tahun depan manchesterunited kingemyu,"['xg', 'manchester', 'united', 'liverpool', 'sekarang', 'apa', 'solusimu', 'erik', 'ten', 'hag', 'hal', 'yang', 'dapat', 'dipastikan', 'jika', 'emyu', 'tidak', 'segera', 'berbernah', 'sampai', 'januari', 'maka', 'dapat', 'dipastikan', 'kita', 'akan', 'memiliki', 'pelatih', 'baru', 'awal', 'tahun', 'depan', 'manchesterunited', 'kingemyu']",xg manchester united liverpool solusimu erik ten hag emyu berbernah januari memiliki pelatih manchesterunited kingemyu
Manchester United Emyu Onana Garbacho Novi Agus Malam Jumat maljum pagii sarapan https://t.co/Ip2pWf95nm https://t.co/VsLnYq7Vdq,manchester united emyu onana garbacho novi agus malam jumat maljum pagii sarapan,netral,manchester united emyu onana garbacho novi agus malam jumat maljum pagii sarapan,manchester united emyu onana garbacho novi agus malam jumat maljum pagii sarapan,manchester united emyu onana garbacho novi agus malam jumat maljum pagii sarapan,"['manchester', 'united', 'emyu', 'onana', 'garbacho', 'novi', 'agus', 'malam', 'jumat', 'maljum', 'pagii', 'sarapan']",manchester united emyu onana garbacho novi agus malam jumat maljum pagii sarapan
@ManUtd_ID Awas aja nglawak njing Onana.,awas aja nglawak njing onana,negatif,awas aja nglawak njing onana,awas aja nglawak njing onana,awas saja nglawak njing onana,"['awas', 'saja', 'nglawak', 'njing', 'onana']",awas nglawak njing onana
@ManUtd_ID MUNTOT MU NGENT........T,muntot mu ngentt,negatif,muntot mu ngentt,muntot mu ngentt,muntot mu ngentt,"['muntot', 'mu', 'ngentt']",muntot mu ngentt
@ManUtd_ID Metode latihannya cuma jogging doang kali ya sambil ketawa-tawa,metode latihannya cuma jogging doang kali ya sambil ketawatawa,positif,metode latihannya cuma jogging doang kali ya sambil ketawatawa,metode latihannya cuma jogging doang kali ya sambil ketawatawa,metode latihannya cuma jogging doang kali ya sambil ketawatawa,"['metode', 'latihannya', 'cuma', 'jogging', 'doang', 'kali', 'ya', 'sambil', 'ketawatawa']",metode latihannya jogging doang kali ya ketawatawa
Bayangin lu cowo gen-z dan fans emyu.,bayangin lu cowo genz dan fans emyu,negatif,bayangin lu cowo genz dan fans emyu,bayangin lu cowo genz dan fans emyu,bayangkan lu cowok genz dan fan emyu,"['bayangkan', 'lu', 'cowok', 'genz', 'dan', 'fan', 'emyu']",bayangkan lu cowok genz fan emyu
Liverpool 2-2 Manchester United Ini emyu apa Madrid woyy... #LIVMUN #PremierLeague https://t.co/9VRSKGAWye,liverpool manchester united ini emyu apa madrid woyy livmun premierleague,netral,liverpool manchester united ini emyu apa madrid woyy livmun premierleague,liverpool manchester united ini emyu apa madrid woyy livmun premierleague,liverpool manchester united ini emyu apa madrid woyy livmun premierleague,"['liverpool', 'manchester', 'united', 'ini', 'emyu', 'apa', 'madrid', 'woyy', 'livmun', 'premierleague']",liverpool manchester united emyu madrid woyy livmun premierleague
@ManUtd_ID @HarryMaguire93 Halah taik,halah taik,negatif,halah taik,halah taik,halah tahi,"['halah', 'tahi']",halah tahi
Starting line-up #PremierLeague MW 10 Manchester United vs Chelsea Laga debut Nistelrooy sebagai manager interim emyu di EPL &amp,starting lineup premierleague mw manchester united vs chelsea laga debut nistelrooy sebagai manager interim emyu di epl amp,netral,starting lineup premierleague mw manchester united vs chelsea laga debut nistelrooy sebagai manager interim emyu di epl amp,starting lineup premierleague mw manchester united vs chelsea laga debut nistelrooy sebagai manager interim emyu di epl amp,starting lineup premierleague mau manchester united vs chelsea laga debut nistelrooy sebagai manager interim emyu di epl amp,"['starting', 'lineup', 'premierleague', 'mau', 'manchester', 'united', 'vs', 'chelsea', 'laga', 'debut', 'nistelrooy', 'sebagai', 'manager', 'interim', 'emyu', 'di', 'epl', 'amp']",starting lineup premierleague manchester united vs chelsea laga debut nistelrooy manager interim emyu epl amp
@ManUtd_ID iya selesai udah SELESAI KARIR KALIAN JADI KLUB BUBAR AJA BUBAR KLUB GOBLOK GAGUNA,iya selesai udah selesai karir kalian jadi klub bubar aja bubar klub goblok gaguna,negatif,iya selesai udah selesai karir kalian jadi klub bubar aja bubar klub goblok gaguna,iya selesai udah selesai karir kalian jadi klub bubar aja bubar klub goblok gaguna,iya selesai sudah selesai karir kalian jadi klub bubar saja bubar klub goblok gaguna,"['iya', 'selesai', 'sudah', 'selesai', 'karir', 'kalian', 'jadi', 'klub', 'bubar', 'saja', 'bubar', 'klub', 'goblok', 'gaguna']",iya selesai selesai karir klub bubar bubar klub goblok gaguna
@ManUtd_ID Tek ke 3-0 ning kandang ik Untung aku bar balik nonton konser dadi mood ku lumayan baik,tek ke ning kandang ik untung aku bar balik nonton konser dadi mood ku lumayan baik,positif,tek ke ning kandang ik untung aku bar balik nonton konser dadi mood ku lumayan baik,tek ke ning kandang ik untung aku bar balik nonton konser dadi mood ku lumayan baik,tek ke ning kandang ik untung aku bar balik menonton konser dadi mood ku lumayan baik,"['tek', 'ke', 'ning', 'kandang', 'ik', 'untung', 'aku', 'bar', 'balik', 'menonton', 'konser', 'dadi', 'mood', 'ku', 'lumayan', 'baik']",tek ning kandang ik untung bar menonton konser dadi mood ku lumayan
@ManUtd_ID Kambek leeee,kambek le,negatif,kambek le,kambek le,kambek boleh,"['kambek', 'boleh']",kambek
Bener kannn keluar dari emyu langsung bikin gol,bener kan keluar dari emyu langsung bikin gol,positif,bener kan keluar dari emyu langsung bikin gol,bener kan keluar dari emyu langsung bikin gol,benar kan keluar dari emyu langsung bikin gol,"['benar', 'kan', 'keluar', 'dari', 'emyu', 'langsung', 'bikin', 'gol']",emyu langsung bikin gol
Emyu emang nyungsep lagi tapi Chelsea jangan ketawa lah. Temenin Emyu dulu di goa sana #SUPERLIVE #SUPERSOCCER #INIRASANYASUPER #MANCHESTERUNITED #CHELSEA https://t.co/Qo0xmjyr26,emyu emang nyungsep lagi tapi chelsea jangan ketawa lah temenin emyu dulu di goa sana superlive supersoccer inirasanyasuper manchesterunited chelsea,positif,emyu emang nyungsep lagi tapi chelsea jangan ketawa lah temenin emyu dulu di goa sana superlive supersoccer inirasanyasuper manchesterunited chelsea,emyu emang nyungsep lagi tapi chelsea jangan ketawa lah temenin emyu dulu di goa sana superlive supersoccer inirasanyasuper manchesterunited chelsea,emyu memang nyungsep lagi tapi chelsea jangan ketawa lah temenin emyu dulu di goa sana superlive supersoccer inirasanyasuper manchesterunited chelsea,"['emyu', 'memang', 'nyungsep', 'lagi', 'tapi', 'chelsea', 'jangan', 'ketawa', 'lah', 'temenin', 'emyu', 'dulu', 'di', 'goa', 'sana', 'superlive', 'supersoccer', 'inirasanyasuper', 'manchesterunited', 'chelsea']",emyu nyungsep chelsea ketawa temenin emyu goa superlive supersoccer inirasanyasuper manchesterunited chelsea
@senengmain123 @idextratime Mungkin la liga beranggapan exposure ex emyu bakalan gede kek yg udah2 (becks dan CR) hehe,mungkin la liga beranggapan exposure ex emyu bakalan gede kek yg udah becks dan cr hehe,positif,mungkin la liga beranggapan exposure ex emyu bakalan gede kek yg udah becks dan cr hehe,mungkin la liga beranggapan exposure ex emyu bakalan gede kek yg udah becks dan cr hehe,mungkin lah liga beranggapan exposure ex emyu bakalan gede kayak yang sudah becks dan cr hehe,"['mungkin', 'lah', 'liga', 'beranggapan', 'exposure', 'ex', 'emyu', 'bakalan', 'gede', 'kayak', 'yang', 'sudah', 'becks', 'dan', 'cr', 'hehe']",liga beranggapan exposure ex emyu gede kayak becks cr hehe
@ManUtd_ID Auah terserah lu aja lah,auah terserah lu aja lah,negatif,auah terserah lu aja lah,auah terserah lu aja lah,auah terserah lu saja lah,"['auah', 'terserah', 'lu', 'saja', 'lah']",auah terserah lu
ego+ego= putus excited+excited= langgeng gengsi+gengsi= asing aku+emyu= setia abiesssssszz GLORY GLORY MAN UNITED #GGMU #ManchesterUnited #manchesterisred,egoego putus excitedexcited langgeng gengsigengsi asing akuemyu setia abieszz glory glory man united ggmu manchesterunited manchesterisred,positif,egoego putus excitedexcited langgeng gengsigengsi asing akuemyu setia abieszz glory glory man united ggmu manchesterunited manchesterisred,egoego putus excitedexcited langgeng gengsigengsi asing akuemyu setia abieszz glory glory man united ggmu manchesterunited manchesterisred,egoego putus excitedexcited langgeng gengsigengsi asing akuemyu setia abieszz glory glory man united ggmu manchesterunited manchesterisred,"['egoego', 'putus', 'excitedexcited', 'langgeng', 'gengsigengsi', 'asing', 'akuemyu', 'setia', 'abieszz', 'glory', 'glory', 'man', 'united', 'ggmu', 'manchesterunited', 'manchesterisred']",egoego putus excitedexcited langgeng gengsigengsi asing akuemyu setia abieszz glory glory man united ggmu manchesterunited manchesterisred
@ManUtd_ID onana lagi,onana lagi,positif,onana lagi,onana lagi,onana lagi,"['onana', 'lagi']",onana
@ManUtd_ID Kalo kipernya altay ya menang sih,kalo kipernya altay ya menang sih,positif,kalo kipernya altay ya menang sih,kalo kipernya altay ya menang sih,kalo kipernya altay ya menang sih,"['kalo', 'kipernya', 'altay', 'ya', 'menang', 'sih']",kalo kipernya altay ya menang sih
@ManUtd_ID mending turu percuma ndelok,mending turu percuma ndelok,negatif,mending turu percuma ndelok,mending turu percuma ndelok,mending turu percuma ndelok,"['mending', 'turu', 'percuma', 'ndelok']",mending turu ndelok
@ManUtd_ID blokkk,blok,negatif,blok,blok,blok,['blok'],blok
@ManUtd_ID Laskar Gak Emyu Gak Makan besok prasmanan nih...,laskar gak emyu gak makan besok prasmanan nih,negatif,laskar gak emyu gak makan besok prasmanan nih,laskar gak emyu gak makan besok prasmanan nih,laskar enggak emyu enggak makan besok prasmanan nih,"['laskar', 'enggak', 'emyu', 'enggak', 'makan', 'besok', 'prasmanan', 'nih']",laskar emyu makan besok prasmanan nih
@ManUtd_ID Abadi lawaknya,abadi lawaknya,negatif,abadi lawaknya,abadi lawaknya,abadi lawaknya,"['abadi', 'lawaknya']",abadi lawaknya
@ManUtd_ID Klub tolol,klub tolol,negatif,klub tolol,klub tolol,klub tolol,"['klub', 'tolol']",klub tolol
AKWOAKWAOKWAOKWAOKWOA BLOOOOKKK @ManUtd_ID @ManUtd,akwoakwaokwaokwaokwoa blok,negatif,akwoakwaokwaokwaokwoa blok,akwoakwaokwaokwaokwoa blok,akwoakwaokwaokwaokwoa blok,"['akwoakwaokwaokwaokwoa', 'blok']",akwoakwaokwaokwaokwoa blok
@ManUtd_ID lah emang sekarang MU tanpa SAF jadi apa? Jadi badut lah ya kali ada yang bisa di banggain mau sombong tapi MU tanpa SAF hanya sekelas Sunderland,lah emang sekarang mu tanpa saf jadi apa jadi badut lah ya kali ada yang bisa di banggain mau sombong tapi mu tanpa saf hanya sekelas sunderland,positif,lah emang sekarang mu tanpa saf jadi apa jadi badut lah ya kali ada yang bisa di banggain mau sombong tapi mu tanpa saf hanya sekelas sunderland,lah emang sekarang mu tanpa saf jadi apa jadi badut lah ya kali ada yang bisa di banggain mau sombong tapi mu tanpa saf hanya sekelas sunderland,lah memang sekarang mu tanpa saf jadi apa jadi badut lah ya kali ada yang bisa di banggakan mau sombong tapi mu tanpa saf hanya sekelas sunderland,"['lah', 'memang', 'sekarang', 'mu', 'tanpa', 'saf', 'jadi', 'apa', 'jadi', 'badut', 'lah', 'ya', 'kali', 'ada', 'yang', 'bisa', 'di', 'banggakan', 'mau', 'sombong', 'tapi', 'mu', 'tanpa', 'saf', 'hanya', 'sekelas', 'sunderland']",mu saf badut ya kali banggakan sombong mu saf sekelas sunderland
@ManUtd_ID bubar aja jadi koperasi,bubar aja jadi koperasi,negatif,bubar aja jadi koperasi,bubar aja jadi koperasi,bubar saja jadi koperasi,"['bubar', 'saja', 'jadi', 'koperasi']",bubar koperasi
@ManUtd_ID Bek terbaik tumbang. Beli 1 bek lagi.,bek terbaik tumbang beli bek lagi,positif,bek terbaik tumbang beli bek lagi,bek terbaik tumbang beli bek lagi,bek terbaik tumbang beli bek lagi,"['bek', 'terbaik', 'tumbang', 'beli', 'bek', 'lagi']",bek terbaik tumbang beli bek
@idextratime Kok bisa ya peringkat 1 PL kalah sama klub peringkat terakhir di championship? Ini lebih gong daripada emyu sih WKWKWK,kok bisa ya peringkat pl kalah sama klub peringkat terakhir di championship ini lebih gong daripada emyu sih wkwkwk,negatif,kok bisa ya peringkat pl kalah sama klub peringkat terakhir di championship ini lebih gong daripada emyu sih wkwkwk,kok bisa ya peringkat pl kalah sama klub peringkat terakhir di championship ini lebih gong daripada emyu sih wkwkwk,kok bisa ya peringkat pl kalah sama klub peringkat terakhir di championship ini lebih gong daripada emyu sih wkwkwk,"['kok', 'bisa', 'ya', 'peringkat', 'pl', 'kalah', 'sama', 'klub', 'peringkat', 'terakhir', 'di', 'championship', 'ini', 'lebih', 'gong', 'daripada', 'emyu', 'sih', 'wkwkwk']",ya peringkat pl kalah klub peringkat championship gong emyu sih wkwkwk
@ManUtd_ID @AltayBayindir_1 maine sing apik yoh mas tenan ki,maine sing apik yoh mas tenan ki,positif,maine sing apik yoh mas tenan ki,maine sing apik yoh mas tenan ki,maine sing apik yoh mas tenan ki,"['maine', 'sing', 'apik', 'yoh', 'mas', 'tenan', 'ki']",maine sing apik yoh mas tenan ki
Ga semua nya kuat kaya fans emyu ! Dan bertahan dari bobrok nya tim sejak 2013 sampe sekarang Kalian luar biasa termasuk saya! #ManchesterUnited #MUFC #mufcindonesia #GGMU,ga semua nya kuat kaya fans emyu dan bertahan dari bobrok nya tim sejak sampe sekarang kalian luar biasa termasuk saya manchesterunited mufc mufcindonesia ggmu,positif,ga semua nya kuat kaya fans emyu dan bertahan dari bobrok nya tim sejak sampe sekarang kalian luar biasa termasuk saya manchesterunited mufc mufcindonesia ggmu,ga semua nya kuat kaya fans emyu dan bertahan dari bobrok nya tim sejak sampe sekarang kalian luar biasa termasuk saya manchesterunited mufc mufcindonesia ggmu,enggak semua nya kuat kaya fan emyu dan bertahan dari bobrok nya tim sejak sampai sekarang kalian luar biasa termasuk saya manchesterunited mufc mufcindonesia ggmu,"['enggak', 'semua', 'nya', 'kuat', 'kaya', 'fan', 'emyu', 'dan', 'bertahan', 'dari', 'bobrok', 'nya', 'tim', 'sejak', 'sampai', 'sekarang', 'kalian', 'luar', 'biasa', 'termasuk', 'saya', 'manchesterunited', 'mufc', 'mufcindonesia', 'ggmu']",nya kuat kaya fan emyu bertahan bobrok nya tim manchesterunited mufc mufcindonesia ggmu
@PorosHalangID @my_supersoccer Hinaan dan cacian pada emyu https://t.co/VbZ750nA5j,hinaan dan cacian pada emyu,negatif,hinaan dan cacian pada emyu,hinaan dan cacian pada emyu,hinaan dan cacian pada emyu,"['hinaan', 'dan', 'cacian', 'pada', 'emyu']",hinaan cacian emyu
@ManUtd_ID Emang selesai udah ni klub,emang selesai udah ni klub,negatif,emang selesai udah ni klub,emang selesai udah ni klub,memang selesai sudah ini klub,"['memang', 'selesai', 'sudah', 'ini', 'klub']",selesai klub
@ManUtd_ID Fans mu ora stress nonton kowe main wae wes apik,fans mu ora stress nonton kowe main wae wes apik,negatif,fans mu ora stress nonton kowe main wae wes apik,fans mu ora stress nonton kowe main wae wes apik,fan mu ora stres menonton kowe main wae wes apik,"['fan', 'mu', 'ora', 'stres', 'menonton', 'kowe', 'main', 'wae', 'wes', 'apik']",fan mu ora stres menonton kowe main wae wes apik
