Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
out aja udh outttt,out aja udh out,negatif,out aja udh out,out aja udh out,out saja sudah out,"['out', 'saja', 'sudah', 'out']",out out
"Pertandingan kemarin lumayan seru, tapi sayang hasilnya kurang memuaskan.",pertandingan kemarin lumayan seru tapi sayang hasilnya kurang memuaskan,negatif,pertandingan kemarin lumayan seru tapi sayang hasilnya kurang memuaskan,pertandingan kemarin lumayan seru tapi sayang hasilnya kurang memuaskan,pertandingan kemarin lumayan seru tapi sayang hasilnya kurang memuaskan,"['pertandingan', 'kemarin', 'lumayan', 'seru', 'tapi', 'sayang', 'hasilnya', 'kurang', 'memuaskan']",pertandingan kemarin lumayan seru sayang hasilnya memuaskan
"Lini pertahanan semakin solid di bawah Ruben Amorim, namun Greenwood dan Rashford harus lebih tajam dalam menyelesaikan peluang.",lini pertahanan semakin solid di bawah ruben amorim namun greenwood dan rashford harus lebih tajam dalam menyelesaikan peluang,netral,lini pertahanan semakin solid di bawah ruben amorim namun greenwood dan rashford harus lebih tajam dalam menyelesaikan peluang,lini pertahanan semakin solid di bawah ruben amorim namun greenwood dan rashford harus lebih tajam dalam menyelesaikan peluang,lini pertahanan semakin solid di bawah ruben amorim namun greenwood dan rashford harus lebih tajam dalam menyelesaikan peluang,"['lini', 'pertahanan', 'semakin', 'solid', 'di', 'bawah', 'ruben', 'amorim', 'namun', 'greenwood', 'dan', 'rashford', 'harus', 'lebih', 'tajam', 'dalam', 'menyelesaikan', 'peluang']",lini pertahanan solid ruben amorim greenwood rashford tajam menyelesaikan peluang
Foto mendukung sekali sama caption,foto mendukung sekali sama caption,positif,foto mendukung sekali sama caption,foto mendukung sekali sama caption,foto mendukung sekali sama caption,"['foto', 'mendukung', 'sekali', 'sama', 'caption']",foto mendukung caption
"Pertandingan ini memperlihatkan dominasi kita, tetapi Brighton tetap memberi tekanan yang perlu kita waspadai ke depannya.",pertandingan ini memperlihatkan dominasi kita tetapi brighton tetap memberi tekanan yang perlu kita waspadai ke depannya,netral,pertandingan ini memperlihatkan dominasi kita tetapi brighton tetap memberi tekanan yang perlu kita waspadai ke depannya,pertandingan ini memperlihatkan dominasi kita tetapi brighton tetap memberi tekanan yang perlu kita waspadai ke depannya,pertandingan ini memperlihatkan dominasi kita tetapi brighton tetap memberi tekanan yang perlu kita waspadai ke depannya,"['pertandingan', 'ini', 'memperlihatkan', 'dominasi', 'kita', 'tetapi', 'brighton', 'tetap', 'memberi', 'tekanan', 'yang', 'perlu', 'kita', 'waspadai', 'ke', 'depannya']",pertandingan dominasi brighton tekanan waspadai depannya
"Main bagus tapi tidak ada hasil, sama seperti era Ten Hag.",main bagus tapi tidak ada hasil sama seperti era ten hag,negatif,main bagus tapi tidak ada hasil sama seperti era ten hag,main bagus tapi tidak ada hasil sama seperti era ten hag,main bagus tapi tidak ada hasil sama seperti era ten hag,"['main', 'bagus', 'tapi', 'tidak', 'ada', 'hasil', 'sama', 'seperti', 'era', 'ten', 'hag']",main bagus hasil era ten hag
kiper lawak main gais,kiper lawak main gais,negatif,kiper lawak main gais,kiper lawak main gais,kiper lawak main gais,"['kiper', 'lawak', 'main', 'gais']",kiper lawak main gais
"Lini belakang lebih solid, namun Rashford harus lebih sering menembak dan lebih percaya diri di depan gawang. Ruben Amorim perlu memperbaiki itu.",lini belakang lebih solid namun rashford harus lebih sering menembak dan lebih percaya diri di depan gawang ruben amorim perlu memperbaiki itu,positif,lini belakang lebih solid namun rashford harus lebih sering menembak dan lebih percaya diri di depan gawang ruben amorim perlu memperbaiki itu,lini belakang lebih solid namun rashford harus lebih sering menembak dan lebih percaya diri di depan gawang ruben amorim perlu memperbaiki itu,lini belakang lebih solid namun rashford harus lebih sering menembak dan lebih percaya diri di depan gawang ruben amorim perlu memperbaiki itu,"['lini', 'belakang', 'lebih', 'solid', 'namun', 'rashford', 'harus', 'lebih', 'sering', 'menembak', 'dan', 'lebih', 'percaya', 'diri', 'di', 'depan', 'gawang', 'ruben', 'amorim', 'perlu', 'memperbaiki', 'itu']",lini solid rashford menembak percaya gawang ruben amorim memperbaiki
lah chilwell lebih parah encok nya daripada shaw 11-12 mereka,lah chilwell lebih parah encok nya daripada shaw mereka,negatif,lah chilwell lebih parah encok nya daripada shaw mereka,lah chilwell lebih parah encok nya daripada shaw mereka,lah chilwell lebih parah encok nya daripada shaw mereka,"['lah', 'chilwell', 'lebih', 'parah', 'encok', 'nya', 'daripada', 'shaw', 'mereka']",chilwell parah encok nya shaw
Var gk guna njir,var gk guna njir,negatif,var gk guna njir,var gk guna njir,var enggak guna anjir,"['var', 'enggak', 'guna', 'anjir']",var anjir
"satu pertanyaan,emang mereka mau? Apalagi abis ngelatih rival emyu",satu pertanyaanemang mereka mau apalagi abis ngelatih rival emyu,negatif,satu pertanyaanemang mereka mau apalagi abis ngelatih rival emyu,satu pertanyaanemang mereka mau apalagi abis ngelatih rival emyu,satu pertanyaanemang mereka mau apalagi habis ngelatih rival emyu,"['satu', 'pertanyaanemang', 'mereka', 'mau', 'apalagi', 'habis', 'ngelatih', 'rival', 'emyu']",pertanyaanemang habis ngelatih rival emyu
"Gpp min, katanya kemarin kan yg salah cidera dan pemain yg ga perform. Bukan pelatihnya, eth kan pelatih hebat kata mereka",gpp min katanya kemarin kan yg salah cidera dan pemain yg ga perform bukan pelatihnya eth kan pelatih hebat kata mereka,positif,gpp min katanya kemarin kan yg salah cidera dan pemain yg ga perform bukan pelatihnya eth kan pelatih hebat kata mereka,gpp min katanya kemarin kan yg salah cidera dan pemain yg ga perform bukan pelatihnya eth kan pelatih hebat kata mereka,enggak apa-apa min katanya kemarin kan yang salah cidera dan pemain yang enggak perform bukan pelatihnya eth kan pelatih hebat kata mereka,"['enggak', 'apa-apa', 'min', 'katanya', 'kemarin', 'kan', 'yang', 'salah', 'cidera', 'dan', 'pemain', 'yang', 'enggak', 'perform', 'bukan', 'pelatihnya', 'eth', 'kan', 'pelatih', 'hebat', 'kata', 'mereka']",apa-apa min kemarin salah cidera pemain perform pelatihnya eth pelatih hebat
"@satri0anom22 yapp skrg kita sebagai fans optimis aja , maguire makin kesini makin sangar maennya.. jadi patut di apresiasi juga sih.. tinggal nunggu antony nih msh muter2 ga maennya.. sama si mount yg hobi cedera",yapp skrg kita sebagai fans optimis aja maguire makin kesini makin sangar maennya jadi patut di apresiasi juga sih tinggal nunggu antony nih msh muter ga maennya sama si mount yg hobi cedera,positif,yapp skrg kita sebagai fans optimis aja maguire makin kesini makin sangar maennya jadi patut di apresiasi juga sih tinggal nunggu antony nih msh muter ga maennya sama si mount yg hobi cedera,yapp skrg kita sebagai fans optimis aja maguire makin kesini makin sangar maennya jadi patut di apresiasi juga sih tinggal nunggu antony nih msh muter ga maennya sama si mount yg hobi cedera,yapp sekarang kita sebagai fan optimis saja maguire makin kesini makin sangar maennya jadi patut di apresiasi juga sih tinggal nunggu antony nih masih muter enggak maennya sama sih mount yang hobi cedera,"['yapp', 'sekarang', 'kita', 'sebagai', 'fan', 'optimis', 'saja', 'maguire', 'makin', 'kesini', 'makin', 'sangar', 'maennya', 'jadi', 'patut', 'di', 'apresiasi', 'juga', 'sih', 'tinggal', 'nunggu', 'antony', 'nih', 'masih', 'muter', 'enggak', 'maennya', 'sama', 'sih', 'mount', 'yang', 'hobi', 'cedera']",yapp fan optimis maguire kesini sangar maennya patut apresiasi sih tinggal nunggu antony nih muter maennya sih mount hobi cedera
Mental tim ini masih lemah! Baru ditekan dikit udah panik kayak ayam kehilangan induk!,mental tim ini masih lemah baru ditekan dikit udah panik kayak ayam kehilangan induk,negatif,mental tim ini masih lemah baru ditekan dikit udah panik kayak ayam kehilangan induk,mental tim ini masih lemah baru ditekan dikit udah panik kayak ayam kehilangan induk,mental tim ini masih lemah baru ditekan dikit sudah panik kayak ayam kehilangan induk,"['mental', 'tim', 'ini', 'masih', 'lemah', 'baru', 'ditekan', 'dikit', 'sudah', 'panik', 'kayak', 'ayam', 'kehilangan', 'induk']",mental tim lemah ditekan dikit panik kayak ayam kehilangan induk
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main kapan jam berapa,jadwal main kapan jam berapa,jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"Setidaknya mereka berusaha, cuma butuh pengalaman lebih aja.",setidaknya mereka berusaha cuma butuh pengalaman lebih aja,negatif,setidaknya mereka berusaha cuma butuh pengalaman lebih aja,setidaknya mereka berusaha cuma butuh pengalaman lebih aja,setidaknya mereka berusaha cuma butuh pengalaman lebih saja,"['setidaknya', 'mereka', 'berusaha', 'cuma', 'butuh', 'pengalaman', 'lebih', 'saja']",berusaha butuh pengalaman
Astaga jangan woy!!!,astaga jangan woy,negatif,astaga jangan woy,astaga jangan woy,astaga jangan woy,"['astaga', 'jangan', 'woy']",astaga woy
@za.inal217 masih aja ada yg komen gini udh lah move on,inal masih aja ada yg komen gini udh lah move on,negatif,inal masih aja ada yg komen gini udh lah move on,inal masih aja ada yg komen gini udh lah move on,inal masih saja ada yang komen begini sudah lah move on,"['inal', 'masih', 'saja', 'ada', 'yang', 'komen', 'begini', 'sudah', 'lah', 'move', 'on']",inal komen move on
"Chemistry tim butuh waktu, tapi arah permainan sudah lebih jelas.",chemistry tim butuh waktu tapi arah permainan sudah lebih jelas,netral,chemistry tim butuh waktu tapi arah permainan sudah lebih jelas,chemistry tim butuh waktu tapi arah permainan sudah lebih jelas,chemistry tim butuh waktu tapi arah permainan sudah lebih jelas,"['chemistry', 'tim', 'butuh', 'waktu', 'tapi', 'arah', 'permainan', 'sudah', 'lebih', 'jelas']",chemistry tim butuh arah permainan
@itsalad21 amad medioker?,amad medioker,positif,amad medioker,amad medioker,amad medioker,"['amad', 'medioker']",amad medioker
"Kok offside ya, bukannya itu sejajar, walaupun ga ada pemain lawanï£¿Ã¼Ã²Ã",kok offside ya bukannya itu sejajar walaupun ga ada pemain lawan,negatif,kok offside ya bukannya itu sejajar walaupun ga ada pemain lawan,kok offside ya bukannya itu sejajar walaupun ga ada pemain lawan,kok offside ya bukannya itu sejajar walaupun enggak ada pemain lawan,"['kok', 'offside', 'ya', 'bukannya', 'itu', 'sejajar', 'walaupun', 'enggak', 'ada', 'pemain', 'lawan']",offside ya sejajar pemain lawan
Tim lebih agresif dalam pressing sekarang dibanding era Ten Hag.,tim lebih agresif dalam pressing sekarang dibanding era ten hag,negatif,tim lebih agresif dalam pressing sekarang dibanding era ten hag,tim lebih agresif dalam pressing sekarang dibanding era ten hag,tim lebih agresif dalam pressing sekarang dibanding era ten hag,"['tim', 'lebih', 'agresif', 'dalam', 'pressing', 'sekarang', 'dibanding', 'era', 'ten', 'hag']",tim agresif pressing dibanding era ten hag
Harusnya Rashford lebih sering dicadangkan dulu biar dia termotivasi.,harusnya rashford lebih sering dicadangkan dulu biar dia termotivasi,netral,harusnya rashford lebih sering dicadangkan dulu biar dia termotivasi,harusnya rashford lebih sering dicadangkan dulu biar dia termotivasi,harusnya rashford lebih sering dicadangkan dulu biar dia termotivasi,"['harusnya', 'rashford', 'lebih', 'sering', 'dicadangkan', 'dulu', 'biar', 'dia', 'termotivasi']",rashford dicadangkan biar termotivasi
Pergerakan tanpa bola lebih dinamis di era Amorim.,pergerakan tanpa bola lebih dinamis di era amorim,positif,pergerakan tanpa bola lebih dinamis di era amorim,pergerakan tanpa bola lebih dinamis di era amorim,pergerakan tanpa bola lebih dinamis di era amorim,"['pergerakan', 'tanpa', 'bola', 'lebih', 'dinamis', 'di', 'era', 'amorim']",pergerakan bola dinamis era amorim
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main kapan jam berapa,jadwal main kapan jam berapa,jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
gausah tukar tuker lah produk arsenal aja gagal,gausah tukar tuker lah produk arsenal aja gagal,negatif,gausah tukar tuker lah produk arsenal aja gagal,gausah tukar tuker lah produk arsenal aja gagal,enggak usah tukar tuker lah produk arsenal saja gagal,"['enggak', 'usah', 'tukar', 'tuker', 'lah', 'produk', 'arsenal', 'saja', 'gagal']",tukar tuker produk arsenal gagal
"Amorim memberi banyak ruang bagi pemain muda berkembang, tetapi pengambilan keputusan di depan gawang masih jadi masalah.",amorim memberi banyak ruang bagi pemain muda berkembang tetapi pengambilan keputusan di depan gawang masih jadi masalah,positif,amorim memberi banyak ruang bagi pemain muda berkembang tetapi pengambilan keputusan di depan gawang masih jadi masalah,amorim memberi banyak ruang bagi pemain muda berkembang tetapi pengambilan keputusan di depan gawang masih jadi masalah,amorim memberi banyak ruang bagi pemain muda berkembang tetapi pengambilan keputusan di depan gawang masih jadi masalah,"['amorim', 'memberi', 'banyak', 'ruang', 'bagi', 'pemain', 'muda', 'berkembang', 'tetapi', 'pengambilan', 'keputusan', 'di', 'depan', 'gawang', 'masih', 'jadi', 'masalah']",amorim ruang pemain muda berkembang pengambilan keputusan gawang
"Amorim berani ambil risiko dalam taktik, tidak seperti Ten Hag.",amorim berani ambil risiko dalam taktik tidak seperti ten hag,negatif,amorim berani ambil risiko dalam taktik tidak seperti ten hag,amorim berani ambil risiko dalam taktik tidak seperti ten hag,amorim berani ambil risiko dalam taktik tidak seperti ten hag,"['amorim', 'berani', 'ambil', 'risiko', 'dalam', 'taktik', 'tidak', 'seperti', 'ten', 'hag']",amorim berani ambil risiko taktik ten hag
@satri0anom22 untung lah kan peminjaman 1 thn dengan kewajiban membeli aetelah nya 20jt pinjam 10jt ditambah gaji 350rb dikali 1 thn  16.8 jt total nya hampur 50jt an,untung lah kan peminjaman thn dengan kewajiban membeli aetelah nya jt pinjam jt ditambah gaji rb dikali thn jt total nya hampur jt an,positif,untung lah kan peminjaman thn dengan kewajiban membeli aetelah nya jt pinjam jt ditambah gaji rb dikali thn jt total nya hampur jt an,untung lah kan peminjaman thn dengan kewajiban membeli aetelah nya jt pinjam jt ditambah gaji rb dikali thn jt total nya hampur jt an,untung lah kan peminjaman tahun dengan kewajiban membeli aetelah nya juta pinjam juta ditambah gaji ribu dikali tahun juta total nya hampur juta an,"['untung', 'lah', 'kan', 'peminjaman', 'tahun', 'dengan', 'kewajiban', 'membeli', 'aetelah', 'nya', 'juta', 'pinjam', 'juta', 'ditambah', 'gaji', 'ribu', 'dikali', 'tahun', 'juta', 'total', 'nya', 'hampur', 'juta', 'an']",untung peminjaman kewajiban membeli aetelah nya juta pinjam juta ditambah gaji ribu dikali juta total nya hampur juta an
Dorgu kok di wingback kanan . Dalot kalau di wingback kiri ancur main nya,dorgu kok di wingback kanan dalot kalau di wingback kiri ancur main nya,negatif,dorgu kok di wingback kanan dalot kalau di wingback kiri ancur main nya,dorgu kok di wingback kanan dalot kalau di wingback kiri ancur main nya,dorgu kok di wingback kanan dalot kalau di wingback kiri hancur main nya,"['dorgu', 'kok', 'di', 'wingback', 'kanan', 'dalot', 'kalau', 'di', 'wingback', 'kiri', 'hancur', 'main', 'nya']",dorgu wingback kanan dalot wingback kiri hancur main nya
MENYESAL TOTAL supporter MU sekarang. Era Amorim = Era KEGELAPAN!,menyesal total supporter mu sekarang era amorim era kegelapan,negatif,menyesal total supporter mu sekarang era amorim era kegelapan,menyesal total supporter mu sekarang era amorim era kegelapan,menyesal total supporter mu sekarang era amorim era kegelapan,"['menyesal', 'total', 'supporter', 'mu', 'sekarang', 'era', 'amorim', 'era', 'kegelapan']",menyesal total supporter mu era amorim era kegelapan
@basitbasitun2025 luke shaw masih idup..kirain dah mati..,luke shaw masih idupkirain dah mati,negatif,luke shaw masih idupkirain dah mati,luke shaw masih idupkirain dah mati,luke shaw masih idupkirain deh mati,"['luke', 'shaw', 'masih', 'idupkirain', 'deh', 'mati']",luke shaw idupkirain deh mati
bruno kurang kurangin tahan bolaâÃÂ¶,bruno kurang kurangin tahan bola,negatif,bruno kurang kurangin tahan bola,bruno kurang kurangin tahan bola,bruno kurang kurangi tahan bola,"['bruno', 'kurang', 'kurangi', 'tahan', 'bola']",bruno kurangi tahan bola
Bagus lah biar bisa beli winger baru lagi yg berani nusuk ke dalam sama rajin suplai bola ke st,bagus lah biar bisa beli winger baru lagi yg berani nusuk ke dalam sama rajin suplai bola ke st,positif,bagus lah biar bisa beli winger baru lagi yg berani nusuk ke dalam sama rajin suplai bola ke st,bagus lah biar bisa beli winger baru lagi yg berani nusuk ke dalam sama rajin suplai bola ke st,bagus lah biar bisa beli winger baru lagi yang berani menusuk ke dalam sama rajin suplai bola ke st,"['bagus', 'lah', 'biar', 'bisa', 'beli', 'winger', 'baru', 'lagi', 'yang', 'berani', 'menusuk', 'ke', 'dalam', 'sama', 'rajin', 'suplai', 'bola', 'ke', 'st']",bagus biar beli winger berani menusuk rajin suplai bola st
